Sentence,Two_Entity,Predict,Label,idx
marine lance corporal patrick nixon was one of 17 killed in an ambush near nas ##iri ##yah on march 23 .,"[[patrick, nixon], [nas, ##iri, ##yah]]",NONE,PHYS-lr,37441
he joins us now from washington .,"[[he], [washington]]",NONE,PHYS-lr,39920
"af ##p _ eng _ 2003 ##0 ##6 ##16 . 07 ##15 news story 2003 ##0 ##6 ##16 mother held after a second baby found dead in wisconsin madison , wisconsin , june 16 ( af ##p ) the skeleton of a second baby has been found at a rural wisconsin home where a 22 - year - old woman ' s dead infant was discovered in a blue plastic container june 8 , officials said monday .","[[skeleton], [home]]",NONE,PHYS-lr,46128
"discussions were scheduled to end friday , when kelly was to fly to seoul the same day to meet with south korean officials .","[[kelly], [seoul]]",NONE,PHYS-lr,55128
"later thursday , kurdish troops in cha ##mc ##ham ##al advanced their positions between government - controlled and rebel - controlled areas , taking over a iraqi check point on their front with no fighting at this point , witnesses said .","[[rebel], [areas]]",NONE,PHYS-lr,58369
"bush and putin were scheduled to leave straight after their talks for the group of eight summit of the largest industrial ##ised nations in ev ##ian , france .","[[bush], [ev, ##ian]]",NONE,PHYS-lr,61839

""" usa today "" says the pilots were dismissed for allegedly taking off all or most of their clothes in the cockpit .","[[pilots], [cockpit]]",ART-lr,PHYS-lr,3762
"hari ##ri submitted his resignation during a 10 - minute meeting with the head of state at the ba ##ab ##da presidential palace , outside the capital .","[[hari, ##ri], [palace]]",ART-lr,PHYS-lr,12600
"i have to tell you , though , judy , the cia director george ten ##et walked out of the white house a short time ago with a giant smile on his face .","[[george, ten, ##et], [white, house]]",ART-lr,PHYS-lr,35013
gently kissing her good - bye like a good husband at the now famous saddam hussein international airport .,"[[husband], [saddam, hussein, international, airport]]",ART-lr,PHYS-lr,37256
gently kissing her good - bye like a good husband at the now famous saddam hussein international airport .,"[[her], [saddam, hussein, international, airport]]",ART-lr,PHYS-lr,37257
he could become the highest ranking executive to go to prison in the recent series of corporate scandals .,"[[executive], [prison]]",ART-lr,PHYS-lr,40545
"last month in miami , a judge ordered an abortion for another severely disabled raped woman who had been living this a state - regulated home .","[[who], [home]]",ART-lr,PHYS-lr,43636
to cnn ' s patty davis at reagan national airport .,"[[patty, davis], [reagan, national, airport]]",ART-lr,PHYS-lr,52625
"we ' re paying attention to all those details for us , chris plant ##e at the pentagon .","[[chris, plant, ##e], [pentagon]]",ART-lr,PHYS-lr,61072

". . . a european diplomat said the issue of calling hezbollah a terrorist organization was discussed in brussels on wednesday at a meeting of the clearing house , a unit of the european union that meets in confidential sessions to review terrorist activities in europe .","[[terrorist], [europe]]",GEN-AFF-lr,PHYS-lr,15194

"still ahead , lo ##ote ##rs cast about for new places to lo ##ot , and chaos is king in baghdad .","[[places], [baghdad]]",NONE,PART-WHOLE-lr,389
how about the fact that only two teams that did n ' t win their conference have ever played for the national title ?,"[[their, conference], []]",NONE,PART-WHOLE-lr,3698
"u . s . forces moving in on the airports at saddam hussein international airport , 12 miles west of the city ' s center .","[[airports], [saddam, hussein, international, airport]]",NONE,PART-WHOLE-lr,9472
"as rising instability in lebanon increases tensions in the middle east , the bush administration is arguing with european governments over whether they should designate the lebanon - based shi ##ite group hezbollah a terrorist organization , american and european officials say .","[[lebanon], [middle, east]]",NONE,PART-WHOLE-lr,14756
they captured an iraqi base in an unused factory in the southern suburbs of that city .,"[[factory], [suburbs]]",NONE,PART-WHOLE-lr,18441
the rover named spirit lifted off from the cape can ##aver ##al air force station aboard a boeing delta ii rocket at 1 : 58 p . m . ( 1758 gm ##t ) .,"[[rover], [rocket]]",NONE,PART-WHOLE-lr,18515
cnn _ eng _ 2003 ##0 ##50 ##2 _ 08 ##00 ##20 . 7 news story 2003 - 05 - 02 10 : 26 : 56 back to the scene in orlando florida .,"[[orlando, florida], []]",NONE,PART-WHOLE-lr,20211
"this man took the horse from a stable at the home of ud ##ay hussein , saddam ' s eldest son .","[[stable], [home]]",NONE,PART-WHOLE-lr,33128
"bobbie jo st ##inn ##ett , 23 , was found thursday in a pool of blood inside her small white home in ski ##dm ##ore , a town in northwest missouri .","[[town], [missouri]]",NONE,PART-WHOLE-lr,42445
"don from denver , colorado writes , "" paul , you keep referencing hall ##ib ##urt ##on selling equipment to iraq "" - - which i do .","[[denver], [colorado]]",NONE,PART-WHOLE-lr,42741
"af ##p _ eng _ 2003 ##0 ##6 ##16 . 07 ##15 news story 2003 ##0 ##6 ##16 mother held after a second baby found dead in wisconsin madison , wisconsin , june 16 ( af ##p ) the skeleton of a second baby has been found at a rural wisconsin home where a 22 - year - old woman ' s dead infant was discovered in a blue plastic container june 8 , officials said monday .","[[madison], [wisconsin]]",NONE,PART-WHOLE-lr,46162
u . s . - led forces are approaching iraq ' s capital after destroying the medina and baghdad divisions of the republican guard .,"[[divisions], [republican, guard]]",NONE,PART-WHOLE-lr,46722
police were investigating the cause of the explosion in the restroom of the multi ##stor ##y crocodile cafe in the commercial district of ki ##zi ##lay during the morning rush hour .,"[[restroom], [crocodile, cafe]]",NONE,PART-WHOLE-lr,49619
"we ' re following another important story in washington , d . c . , involving the federal government ' s investigation of al qaeda operations in the united states .","[[washington], [d, ., c]]",NONE,PART-WHOLE-lr,50593
"but both men observed an uneasy truce over us concerns about russian aid to the nuclear program of iran , whom bush has labeled part of an "" axis of evil "" that also included iraq and north korea .","[[part], [axis, of, evil]]",NONE,PART-WHOLE-lr,61471
"bush and putin were scheduled to leave straight after their talks for the group of eight summit of the largest industrial ##ised nations in ev ##ian , france .","[[ev, ##ian], [france]]",NONE,PART-WHOLE-lr,61842

"the islands are in the yellow sea , between the northeastern province of lia ##oning and north korea .","[[islands], [yellow, sea]]",PHYS-lr,PART-WHOLE-lr,18602
"lebanese president emile la ##ho ##ud , meanwhile , was more forth ##right , strongly den ##oun ##cing washington ' s "" aggression "" and warning that it could have rep ##er ##cus ##sions beyond the borders of the par ##iah state .","[[borders], [state]]",PHYS-lr,PART-WHOLE-lr,62261

"the big focus is american airlines , the board of the company meeting today , possibly discussing the future of ceo don cart ##y , he got in trouble when he jack ##ed up pensions of the guys in top while asking employees to take big pay cuts .","[[board], [company]]",ORG-AFF-lr,PART-WHOLE-lr,51796

he was in the rear of a tire shop .,"[[rear], [shop]]",PHYS-rl,PART-WHOLE-lr,65974

"as a result , only about 100 girls are born for every 119 boys , because couples traditionally favor males .","[[couples], [males]]",NONE,PER-SOC-lr,1048
phillips commander steve k ##rot ##o brings his crew home after locating enemy positions and surface - to - surface missiles .,"[[his, crew], []]",NONE,PER-SOC-lr,4442
"each minister would have two american deputies and eight american advisers , plus four iraqi advisers from inside the country and four iraqi exiles .","[[minister], [deputies]]",NONE,PER-SOC-lr,6673
"each minister would have two american deputies and eight american advisers , plus four iraqi advisers from inside the country and four iraqi exiles .","[[minister], [advisers]]",NONE,PER-SOC-lr,6674
"he came in the back door , got the wife and kid out , rouse ##d me up and got me out .","[[wife], [kid]]",NONE,PER-SOC-lr,16110
"( basically they are sl ##ush funds for local politicians , who too often sl ##ui ##ce the federal money to their developer friends to build ugly downtown hotels . )","[[their], [friends]]",NONE,PER-SOC-lr,19700
"the gi ##ulia ##ni - nathan nu ##pt ##ials will be a first for bloomberg , who is making an exception from his policy of not performing weddings , said bloomberg spokesman ed sky ##ler .","[[bloomberg, spokesman], []]",NONE,PER-SOC-lr,19925
and he ' s got to be careful of his muzzle pointing at his partner right here .,"[[his, partner], []]",NONE,PER-SOC-lr,22905
my better half is here .,"[[my], [half]]",NONE,PER-SOC-lr,25472
"even as the secretary of homeland security was putting his people on high alert last month , a 30 - foot cuban patrol boat with four heavily armed men landed on american shores , utterly und ##ete ##cted by the coast guard secretary ridge now leads .","[[his, people], []]",NONE,PER-SOC-lr,29302
prosecutors say long ##o stood his family because they stood before him and the life he craved .,"[[his, family], []]",NONE,PER-SOC-lr,33874
t ##15 : 39 : 00 about time you realized daylight savings time is the work of satan ' s minions .,"[[satan], [minions]]",NONE,PER-SOC-lr,35851
"that ' s evidence enough that it ' s under ##pr ##ice ##d ; the market usually reacts to a down ##grade by dropping the stock a percent or two , but i ca n ' t help it - - i pre ##sume most of these down ##grade ##s arose from the classic "" well , what does your analyst think ? ""","[[your, analyst], []]",NONE,PER-SOC-lr,36330
these are video ##ta ##pes from the ' 80s found in a palace of saddam hussein ' s first wife .,"[[saddam, hussein], [wife]]",NONE,PER-SOC-lr,37261
this is brother against brother after one slept with the other ' s wife and then bragg ##ed about it .,"[[other], [wife]]",NONE,PER-SOC-lr,38441
"it seems that anyone associated with this special "" trainer "" greg anderson is coming up dirty .","[[anyone], [trainer]]",NONE,PER-SOC-lr,44015
"tell that to the family of margaret hassan , the school teacher who was brutally tortured and then slaughtered by these same guys , they ai n ' t so bad are they chris matthews ?","[[family], [margaret, hassan]]",NONE,PER-SOC-lr,45285
the comments came as president george w . bush and his advisers looked beyond the diplomatic showdown and made plans for a public relations build ##up to potential war .,"[[his, advisers], []]",NONE,PER-SOC-lr,52390
"afterward , he and other white house officials said the remarks did not signal a lack of confidence in the resolution ' s prospects .","[[he], [officials]]",NONE,PER-SOC-lr,52621
"it was the army which assigned me to the 3rd squadron , 7th cavalry , and that was extremely fort ##uit ##ous .","[[me], [3rd, squadron]]",NONE,PER-SOC-lr,53574
"ka ##gan it turns out this is actually a story about a brother , lieutenant commander mike roberts , and a supportive sister , christine cup ##olo .","[[brother], [sister]]",NONE,PER-SOC-lr,57817
and thank you very much to your students for all the support and the letters that they sent out to us .,"[[your, students], []]",NONE,PER-SOC-lr,57931
"he bought his wife a four million dollar ring and got some tattoos that said how much he loved her , but he needed to do more to attract attention away from himself .","[[his, wife], []]",NONE,PER-SOC-lr,65013
"it depends on who ' s managing it , what career choices they make , what their parents help them to do .","[[their, parents], []]",NONE,PER-SOC-lr,65349

"they are trying to identify iraqi ##s from within the country , as well as iraqi di ##ssi ##dents and exiles , the diaspora they call it here at the white house , who will be part of a planning process to begin the process - - they say it could takes weeks or more - - of selecting who should be part of that interim iraqi authority .","[[who], [authority]]",ORG-AFF-lr,PER-SOC-lr,35175

"one such activist is mao hen ##gf ##eng , who was dismissed in 1988 from her job at a shanghai soap factory after becoming pregnant a second time .","[[her], [factory]]",NONE,ORG-AFF-lr,1099
that ' s why you played a four - loss team for your conference title this year .,"[[your, conference], []]",NONE,ORG-AFF-lr,3684
the pilots union and ground crew did so yesterday .,"[[pilots], [union]]",NONE,ORG-AFF-lr,11631
"he ' s a professor of psychiatry at nyu , chairman of the forensic panel and fellow of the de ##pr ##avi ##ty scale that considers sensation ##al crimes for sentencing .","[[professor], [nyu]]",NONE,ORG-AFF-lr,11930
"he ' s a professor of psychiatry at nyu , chairman of the forensic panel and fellow of the de ##pr ##avi ##ty scale that considers sensation ##al crimes for sentencing .","[[chairman], [forensic, panel]]",NONE,ORG-AFF-lr,11934
"dil ##ler has served as head of paramount and twentieth century fox , where he helped launch the fox television network .","[[head], [paramount]]",NONE,ORG-AFF-lr,17478
"as you know , the republican guard just outside baghdad to defend the city and saddam hussein ' s regime , in principal .","[[saddam, hussein], [regime]]",NONE,ORG-AFF-lr,18301
"in 1997 , she successfully founded the china polar museum foundation with a view to con ##sol ##ida ##ting scientific research findings about polar exploration from all over the world to advance global environmental protection .","[[she], [china, polar, museum, foundation]]",NONE,ORG-AFF-lr,20198
"white played a total of 15 years with philadelphia , green bay and carolina .","[[white], [philadelphia]]",NONE,ORG-AFF-lr,21425
"cord ##es ##man said it seems the guards have been reinforced by units from the regular iraqi army , which is generally viewed as less reliable .","[[units], [army]]",NONE,ORG-AFF-lr,22698
beg ##ala my question is not who votes at the u . n .,"[[who], [u, ., n]]",NONE,ORG-AFF-lr,23703
james already scored back in a $ 90 million nike deal .,"[[james], [nike]]",NONE,ORG-AFF-lr,28594
many members on that tape working together through a cell in germany known as the hamburg cell seen in the same room at the same time .,"[[members], [cell]]",NONE,ORG-AFF-lr,36298
researchers affiliated with the clearing ##house just released an interesting report about securities class action trends during 2004 .,"[[researchers], [clearing, ##house]]",NONE,ORG-AFF-lr,36371
name the starting five of of the cavaliers .,"[[five], [cavaliers]]",NONE,ORG-AFF-lr,36831
he had him arrested by his fed ##ay ##een saddam .,"[[his], [fed, ##ay, ##een, saddam]]",NONE,ORG-AFF-lr,40066
"anyway , it looks like they ' re denying chinese involvement to avoid a lawsuit , which is funny - - you ' d think they might know someone in the russian judiciary who could help them out .","[[someone], [judiciary]]",NONE,ORG-AFF-lr,40314
i actually responded a few hours after the sheriff ' s department did .,"[[sheriff], [department]]",NONE,ORG-AFF-lr,42660
beg ##ala i used to work there .,"[[i], [there]]",NONE,ORG-AFF-lr,46087
"cheeks , a former six ##ers star , is believed to be philadelphia ' s top choice to replace larry brown , who resigned last week as coach and was introduced monday as the coach of the detroit pistons .","[[coach], [detroit, pistons]]",NONE,ORG-AFF-lr,57021
it ' s simply mind - bog ##gling that chichester is allowed to single - handed ##ly govern our entire state .,"[[chichester], [state]]",NONE,ORG-AFF-lr,61866
"you see , after kobe ' s world fell apart because he could n ' t resist banging the crazy white towel clerk at his hotel , he needed an out .","[[clerk], [hotel]]",NONE,ORG-AFF-lr,65010
"there are n ' t any pure - play buys on this theory , but someone who believes it might over ##weight their portfolio in cable companies - - if they purchased any media stocks at all .","[[who], [companies]]",NONE,ORG-AFF-lr,65382

""" they said what we always knew , that they do have weapons , "" one us source said .","[[they], [weapons]]",NONE,ART-lr,1636
"at the same meeting p ##yon ##gy ##ang confirmed it had nuclear weapons , and threatened to prove it with a "" display . ""","[[it], [weapons]]",NONE,ART-lr,4601
"it insisted north korea could do "" everything "" to defend itself if the united states "" legally guarantees no use of arms including nu ##kes "" .","[[united, states], [arms]]",NONE,ART-lr,4901
"tuberculosis , meanwhile , has also emerged as a serious problem , particularly in russia ' s over ##crow ##ded prisons .","[[russia], [prisons]]",NONE,ART-lr,5677
"he was convicted of hi ##jack ##ing the "" ac ##hill ##e lau ##ro "" in 1985 .","[[he], [ac, ##hill, ##e, lau, ##ro]]",NONE,ART-lr,8008
just about 25 minutes long in that press conference there at nato headquarters in brussels .,"[[nato], [headquarters]]",NONE,ART-lr,9460
she was in charge of the iraqi facility that weapon ##ized ant ##hra ##x .,"[[she], [facility]]",NONE,ART-lr,10114
she was in charge of the iraqi facility that weapon ##ized ant ##hra ##x .,"[[iraqi], [facility]]",NONE,ART-lr,10117
that they did discover a concrete weight in scott peterson ' s wear ##house .,"[[scott, peterson], [wear, ##house]]",NONE,ART-lr,10902
it can detect enemy radar or missiles and destroy them instantly .,"[[enemy], [missiles]]",NONE,ART-lr,11776
"it is the first time they have had freedom of movement with cars and weapons since the start of the int ##if ##ada , "" the source said .","[[they], [weapons]]",NONE,ART-lr,12028
"chi ##lco ##te his soldiers take a knee , their weapons brought down from the ready position .","[[their], [weapons]]",NONE,ART-lr,14093
coalition forces in baghdad have arrested the palestinian terrorist who led the hi ##jack ##ing of the italian cruise ship the ac ##hill ##e lau ##ro in 1985 .,"[[italian], [ship]]",NONE,ART-lr,16485
crowley ( voice - over ) duke cunningham was a vietnam fighter ace shooting down five enemy planes .,"[[enemy], [planes]]",NONE,ART-lr,17017
they captured an iraqi base in an unused factory in the southern suburbs of that city .,"[[iraqi], [base]]",NONE,ART-lr,18436
the rover named spirit lifted off from the cape can ##aver ##al air force station aboard a boeing delta ii rocket at 1 : 58 p . m . ( 1758 gm ##t ) .,"[[boeing], [rocket]]",NONE,ART-lr,18509
"now , you just see this soldier right here , he ' s going to his side ##arm to make a little bit more mobile .","[[his], [side, ##arm]]",NONE,ART-lr,22899
"let ' s roll tape and continue on here and talk about - - now , i notice his hand - - his side ##arm is attached to him .","[[his], [side, ##arm]]",NONE,ART-lr,22929
"reporter : a he ##ft ##y diamond that thieves took a stab at in london in 2000 using a bull ##do ##zier , sl ##edge ##hammer and nail guns .","[[thieves], [bull, ##do, ##zier]]",NONE,ART-lr,23186
"a british ship , the sir gala ##had , moved into position at the mouth of the k ##hor abd ##alla ##h river tuesday night with 211 tons of food and 101 tons of bottled water .","[[british], [ship]]",NONE,ART-lr,25125
saddam has long claimed iraq destroyed all its weapons of mass destruction .,"[[its], [weapons]]",NONE,ART-lr,26143
armored forces destroyed dozens of iraqi tanks and personnel carriers in their advance on baghdad .,"[[personnel], [carriers]]",NONE,ART-lr,26764
iraqi forces using soviet - era tanks .,"[[forces], [tanks]]",NONE,ART-lr,26777
i took the imp ##ala .,"[[i], [imp, ##ala]]",NONE,ART-lr,27125
"i plan to call her this morning and tell her the total , complete with my rental car for a week .","[[my], [car]]",NONE,ART-lr,27178
"goodwill towards all men , and keep away from my fucking vehicles ! !","[[my], [vehicles]]",NONE,ART-lr,27182
his paper was on a political personality of the 19th century and mis ##chi ##e bought the house where his paper ' s subject lived .,"[[mis, ##chi, ##e], [house]]",NONE,ART-lr,27663
( on camera ) : we ' re now in the bow ##els of a secret police monitoring station .,"[[police], [station]]",NONE,ART-lr,33187
"these thieves are trying to flee the german embassy , having been shot at by a guard .","[[german], [embassy]]",NONE,ART-lr,33194
"on this deployment they primarily fly after dark so the ship ' s schedule is upside down , the crew sleeps by day and works all night .","[[they], [ship]]",NONE,ART-lr,35355
"the complexity of it all has been described as a ballet and if it is a ballet , the choreographer of the flight deck is this man here .","[[choreographer], [deck]]",NONE,ART-lr,35371
order and fight to keep myself from falling asleep in my cube .,"[[my], [cube]]",NONE,ART-lr,35848
completely different from the mo ##ga ##dis ##hu situation in which we did not have such vehicles .,"[[we], [vehicles]]",NONE,ART-lr,36871
happily chatting with peasants behind the wheel of his white mercedes .,"[[his], [mercedes]]",NONE,ART-lr,37259
"rep . jeff ko ##tt ##kam ##p , r - cape coral , said the bill reminded him of a sign he saw on a constituent ' s house while campaigning door - to - door .","[[constituent], [house]]",NONE,ART-lr,38272
"who looks out for the unlikely prospect of iraqi aircraft , and the more likely prospect of iraqi missiles or artillery .","[[iraqi], [aircraft]]",NONE,ART-lr,38846
they ' re expecting a total at this particular base near the iraqi border of 300 sort ##ies in a 24 - hour period ending today according to the air force total from all the bases and there are more than 30 bases in 12 different countries in the middle east according to the pentagon .,"[[air, force], [bases]]",NONE,ART-lr,39090
the job of these royal engineers is to clear this and many other mountains of armament ##s and destroy them .,"[[engineers], [them]]",NONE,ART-lr,39342
this one took a bull ##do ##zer to a concrete portrait of saddam hussein .,"[[one], [bull, ##do, ##zer]]",NONE,ART-lr,39522
"as soon as the police officers pulled the gun out and held it up , i knew it was my rifle .","[[my], [rifle]]",NONE,ART-lr,40763
u . s . aircraft bombed iraqi tanks holding bridges close to the city .,"[[u, ., s], [aircraft]]",NONE,ART-lr,41404
"bobbie jo st ##inn ##ett , 23 , was found thursday in a pool of blood inside her small white home in ski ##dm ##ore , a town in northwest missouri .","[[her], [home]]",NONE,ART-lr,42454
"on the other hand , companies with numerous nl ##rb violations do n ' t do worse than their peers and companies that sell your typical "" sin "" products ( tobacco , firearms , gambling ) can be excellent investments .","[[companies], [firearms]]",NONE,ART-lr,43861
