Sentence,Two_Entity,Predict,Label,idx
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55,ART-lr,NONE,19353
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55,NONE,PART-WHOLE-rl,19378
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32,ORG-AFF-rl,NONE,19416
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14,PHYS-lr,NONE,19466
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67,NONE,ART-rl,19572
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20,ART-rl,NONE,19587
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20,ART-rl,NONE,19596
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20,ART-rl,NONE,19598
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20,ART-lr,NONE,19602
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30,NONE,PER-SOC-lr,19700
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,NONE,PER-SOC-lr,19757
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34,NONE,PHYS-lr,20180
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34,NONE,PHYS-lr,20181
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35,NONE,ORG-AFF-lr,20198
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39,NONE,ORG-AFF-lr,20209
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33,NONE,PER-SOC-lr,20472
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23,PER-SOC-lr,PER-SOC-rl,20970
0 1 2 3 4 5 6 7 8 9 10,NONE,ORG-AFF-lr,21130
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36,NONE,ORG-AFF-lr,21385
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,PART-WHOLE-lr,NONE,21589
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25,NONE,ART-lr,22899
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17,NONE,PER-SOC-lr,22905
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22,NONE,PART-WHOLE-lr,23688
0 1 2 3 4 5 6 7 8 9 10 11 12 13,NONE,ORG-AFF-lr,23703
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32,PART-WHOLE-lr,NONE,24278
0 1 2 3 4 5 6 7 8 9 10 11 12 13,NONE,PER-SOC-lr,24563
0 1 2 3 4 5 6 7 8 9 10,NONE,PER-SOC-lr,24592
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24,NONE,PER-SOC-lr,24593
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29,NONE,PER-SOC-lr,24660
0 1 2 3 4 5,NONE,PER-SOC-lr,25472
0 1 2 3 4 5 6 7 8 9,ORG-AFF-rl,NONE,26720
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14,NONE,ART-rl,26780
0 1 2 3 4 5 6 7 8 9 10 11 12,NONE,PHYS-rl,26783
0 1 2 3 4 5 6 7 8 9 10 11 12,NONE,PER-SOC-lr,27413
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48,NONE,ART-lr,27930
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19,PART-WHOLE-rl,NONE,29051
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23,NONE,ORG-AFF-lr,29392
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31,NONE,PER-SOC-rl,29977
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23,NONE,PART-WHOLE-rl,31403
0 1 2 3 4 5 6 7 8 9 10 11 12,NONE,GEN-AFF-rl,32516
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21,NONE,ART-rl,33125
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18,PART-WHOLE-lr,NONE,33520
0 1 2 3 4 5 6,ORG-AFF-lr,NONE,33731
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17,NONE,PER-SOC-lr,33874
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43,NONE,PER-SOC-lr,35751
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26,NONE,PHYS-lr,36304
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20,NONE,PER-SOC-lr,37254
0 1 2 3 4 5 6 7 8 9 10 11,NONE,ART-lr,37259
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20,NONE,PER-SOC-lr,37261
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16,NONE,PER-SOC-lr,37421
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16,NONE,PER-SOC-lr,37422
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16,NONE,PER-SOC-lr,37423
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35,NONE,ORG-AFF-rl,38066
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20,NONE,PER-SOC-lr,38433
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20,NONE,PER-SOC-lr,38441
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55,PHYS-lr,NONE,39060
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19,PHYS-lr,NONE,39112
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19,PART-WHOLE-rl,NONE,39113
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19,PHYS-lr,NONE,39117
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27,ART-rl,NONE,39151
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31,NONE,ORG-AFF-rl,39177
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67,NONE,ART-rl,39262
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20,NONE,ART-lr,39342
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14,NONE,ART-lr,39522
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28,NONE,PER-SOC-lr,39979
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38,NONE,ORG-AFF-lr,40314
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16,NONE,ORG-AFF-lr,40627
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21,NONE,PER-SOC-rl,40943
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31,NONE,ART-lr,42454
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20,NONE,PER-SOC-lr,42599
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25,NONE,PER-SOC-lr,42644
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25,ORG-AFF-rl,NONE,43600
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26,NONE,PHYS-lr,43636
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35,NONE,PER-SOC-lr,45285
0 1 2 3 4 5 6 7,NONE,ORG-AFF-lr,46087
0 1 2 3 4 5 6 7 8 9 10 11 12,PHYS-lr,NONE,47774
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32,NONE,PER-SOC-lr,48609
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20,GEN-AFF-lr,GEN-AFF-rl,50169
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59,NONE,PART-WHOLE-lr,50997
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29,GEN-AFF-lr,NONE,51681
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39,NONE,ORG-AFF-rl,51880
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21,NONE,ART-rl,52077
0 1 2 3 4 5 6 7 8 9 10 11,NONE,PHYS-lr,52368
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43,GEN-AFF-lr,ORG-AFF-rl,52571
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24,NONE,PER-SOC-lr,52621
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19,NONE,PHYS-lr,52633
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23,ART-lr,PART-WHOLE-rl,52698
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41,NONE,PER-SOC-lr,52856
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47,GEN-AFF-lr,NONE,53436
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22,PART-WHOLE-lr,PART-WHOLE-rl,55336
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21,NONE,ORG-AFF-lr,55360
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18,NONE,PER-SOC-lr,55378
0 1 2 3 4 5 6 7 8 9 10 11 12,PHYS-rl,PHYS-lr,56710
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14,NONE,PART-WHOLE-rl,56917
0 1 2 3 4 5,PER-SOC-lr,PER-SOC-rl,57833
0 1 2 3 4 5 6 7 8 9 10 11,PER-SOC-lr,PER-SOC-rl,57918
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23,NONE,PHYS-lr,57947
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34,ART-lr,NONE,58551
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30,ART-rl,PART-WHOLE-rl,59714
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18,NONE,PER-SOC-lr,59872
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16,ART-rl,NONE,59916
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,ART-lr,NONE,60533
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14,ORG-AFF-rl,NONE,60809
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20,NONE,PHYS-rl,60903
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28,NONE,PHYS-lr,61830
0 1 2 3 4 5 6 7 8 9 10 11 12,NONE,PER-SOC-lr,63219
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23,NONE,PER-SOC-rl,63327
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22,NONE,PER-SOC-lr,65349
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39,PART-WHOLE-lr,NONE,65601
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26,PER-SOC-lr,PER-SOC-rl,66231
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61,NONE,ORG-AFF-rl,66404
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43,PART-WHOLE-lr,NONE,66693
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44,PHYS-rl,NONE,66881
